Celestial Body,distance_from_earth,iron,nickel,water_ice,other_minerals,Estimated Value (B USD),sustainability_index,efficiency_index,Potential Mining Site
Europa,642.933080753226,11.483867082454932,1.9946060565507058,6.678221323510386,79.84330553748397,44.82929737721406,60.813969219564974,64.35621479880004,True
Ganymede,472.0733735461474,15.689479939423425,10.364328573744432,10.845723099521589,63.100468387310556,33.24082332157394,27.658233414366467,81.05557802552504,False
Mars,849.1552244641109,7.381894037526164,1.7402304306152363,19.694837994027747,71.18303753783086,54.211806477015884,39.30378543893729,75.31469841113343,False
Ganymede,359.0548253185332,25.82076716505394,11.145742150847104,3.170590271733895,59.862900412365065,65.19392547093375,40.49062541077254,75.13851252773422,False
Ganymede,777.4569182618179,7.600522843536912,7.908854687718861,13.765707694545862,70.72491477419837,65.50764114262407,24.50680953762893,33.59836640635048,False
Moon,328.31285659313033,6.532213069261164,3.2070963703122244,6.993261996485662,83.26742856394094,32.57565650013556,75.74160282245586,69.5407589510938,True
Mars,620.1169302725376,31.014586991569413,2.5573950497080213,12.560649989316978,53.867367969405585,44.07709575179466,51.471200924156065,49.59120785077737,False
Mars,705.7333666357507,8.738141274088756,2.3733312519333456,18.95600726836252,69.93252020561538,53.870554101413454,47.51892001628792,98.8003379124297,False
Mars,63.723341493509565,14.14146626322094,7.150108172722383,15.090695478128968,63.617730085927704,58.70876145857589,74.79833633253051,69.52359976667813,True
Ganymede,526.8904798201895,22.03582635492071,5.585964477538896,4.17237559689408,68.20583357064632,56.7930490187334,45.9322431075781,99.27801086833892,False
Europa,413.95896411015195,12.031864299982333,4.860503665226579,16.003773827097444,67.10385820769365,36.13170667717836,70.128135040172,98.46379316404845,True
Mars,652.389721154006,34.84218243763695,12.67546465857985,19.03343974145504,33.448913162328154,56.40975985171854,68.84113914824385,55.56483509542058,False
Ganymede,532.7623888406363,6.4018057415408975,12.110573760447668,12.348843626436711,69.13877687157472,54.07479092223573,81.88482681198067,46.01604533254703,False
Moon,683.2512716326003,36.78863893737521,7.918777365497272,6.142546707193805,49.15003698993371,47.63170558698474,54.54071382196892,42.47358951499506,False
Europa,637.3273264560413,7.039612701264746,14.908657127998142,9.384420735433775,68.66730943530334,65.19558200920204,83.84496581384768,39.62149510646317,False
Moon,262.8905503798111,6.388814509817609,1.3821046270023083,11.568467371683752,80.66061349149633,31.054831518801926,25.13901985443363,89.44942857312876,False
Europa,828.695217816646,22.39379273877928,11.397808180416073,25.274250048116954,40.93414903268769,42.979636523192184,44.372480667787805,43.30971709951481,False
Ganymede,332.0687031191213,37.902851229857575,14.665998880749846,9.830816881474053,37.60033300791852,80.130896416267,20.669224322786526,85.17698639951405,False
Asteroid,240.0623825408332,6.154415908381518,13.127450246035343,3.2101695123771745,77.50796433320596,40.864943623885964,37.1424385487752,93.82854367287601,False
Europa,237.11429429883938,11.909007588574326,11.946458364522002,3.124079399043133,73.02045464786053,31.22375575477848,87.39968861442975,66.23804912784128,True
Moon,471.1324242066264,14.416930372150725,8.097509685592982,10.897710618511427,66.58784932374488,54.067628211155785,34.084486893084346,93.48742119858458,False
Ganymede,545.1433097953166,26.551966878061975,12.091707101148357,21.01608868606625,40.34023733472341,46.85029084456157,29.525538827807424,43.0946848567778,False
Europa,605.2169360584768,5.9863942636954555,9.448533480576646,25.141748130616588,59.42332412511131,55.37893433829608,77.21425301170311,47.58949009204517,False
Asteroid,736.3867506702446,21.032157432779243,14.619437087809622,9.74222531149619,54.60618016791494,41.40337916645383,61.220163775998145,69.26158720061055,True
Asteroid,837.0456659943966,25.339922878442096,14.106634523728095,1.6451704863157202,58.90827211151409,70.41308519110214,27.09488749570704,31.713066668055568,False
Mars,569.2996643538766,22.593350400690728,9.628150603753838,0.9989197726495036,66.77957922290594,41.73896894674854,37.471582780708275,57.704388199247575,False
Mars,358.1198257557345,38.37292735194681,3.5348113646653347,29.945205470508824,28.14705581287903,80.10625621018366,50.61109724063658,70.51848024661894,True
Moon,657.8061068064147,30.02885876753857,9.075901967576002,1.1814155188795372,59.71382374600589,51.03595105371618,37.32869899127971,42.35407213303816,False
Europa,996.3758416907755,16.24597991921363,11.374247688931579,28.05858243643819,44.3211899554166,66.17265892133074,82.83161565121526,62.251272846166266,True
Europa,507.12812409060496,39.637987191799425,4.645705427365905,25.20368250268813,30.51262487814654,56.16010048107608,82.46205782948272,47.11677065993611,False
Mars,754.5288036309171,15.19394888042495,5.866022365020118,16.95350738605297,61.98652136850196,52.58937770111339,24.56595462350299,43.86134217905544,False
Europa,916.9822642538787,29.90132131768056,9.06007957842633,14.10759712656821,46.931001977324904,60.841879292750875,70.65207117061126,75.88766061165393,True
Europa,185.44364527321306,5.438082888634273,2.806985950891743,8.948917878844657,82.80601328162933,33.03094434605178,58.4586038133544,89.73745847322866,True
Asteroid,602.4337882652331,19.826037297696374,5.526630817501348,29.91541597198327,44.731915912819005,66.92917205223335,58.291629594266475,41.99152317129081,False
Mars,488.9716509598318,8.918667179928978,7.902928937308774,28.010111725662277,55.16829215709997,39.851721097797835,37.45199252761715,59.54097019212779,False
Ganymede,950.573804799961,28.457505885980428,8.378641407578574,5.520939575604501,57.6429131308365,45.47448695972937,22.686801969112295,95.41198454102674,False
Mars,222.75513282893834,10.172047025179342,8.629489699314686,8.926742043991416,72.27172123151456,31.284655549787026,57.02241104943195,78.59051900402329,True
Ganymede,885.9145218864721,30.441760865602394,8.265180423557453,15.500621261919774,45.79243744892038,68.47735278473874,37.13298993322034,90.47864630898582,False
Asteroid,529.3229076874632,22.887170977910518,2.4073198674197167,13.216419285603893,61.48908986906587,35.93234045544074,83.18776064395414,66.97466311975998,True
Moon,398.55015291990077,19.8591274361625,2.5023005130709315,19.83410213407786,57.80446991668871,37.27675946698827,68.70686737450082,85.35019668566483,True
Europa,374.62006233494094,36.11004323301246,6.753855471190212,17.522938321112843,39.613162974684485,67.2728183589328,78.23206024855334,90.21104872046232,True
Asteroid,425.0179823630072,5.631235660058282,12.385581777660672,18.51988465031826,63.46329791196278,65.14178048262741,57.550796234043084,31.7862914835418,False
Europa,847.8234105405721,9.728766352997885,14.278812230127624,16.74448756185609,59.2479338550184,49.675492066901384,32.48044006245801,93.03388470045746,False
Moon,463.6011827642715,27.9810968202471,13.70211234547097,29.88865898671288,28.42813184756905,88.2160217679911,50.229922530357115,78.20389387788939,True
Moon,758.7229750047351,21.975806412743918,7.440461192350291,29.23370402003769,41.3500283748681,68.53808024343812,48.101627737859275,53.247646576123344,False
Asteroid,359.6497949362246,9.228513647042245,10.300380502393757,2.257557815813641,78.21354803475036,52.43384247307597,68.6550906955412,99.02332656767663,True
Moon,219.26912422530023,34.87827056570464,3.97188186616141,28.208125541121316,32.94172202701263,84.67413898453859,89.18666234856248,44.81669473409086,False
Ganymede,846.5189712990658,16.369128478967415,12.853378071399025,11.301013082194629,59.47648036743893,73.74211449953754,32.77640265455612,95.55737803448675,False
Moon,149.82944104440753,24.695218741861016,12.73953227658219,1.67352057444901,60.891728407107784,47.99204998249134,21.166121566146135,46.50431829649905,False
Europa,329.3961591857713,6.870293481875961,2.496101311215916,6.029357854007512,84.60424735290061,50.89376211478928,32.18534303837568,34.605006873300994,False
Europa,838.4900719607219,27.12370591693495,7.1630692254396475,27.92436062287255,37.78886423475286,78.10162201921614,53.52336739031915,37.158281098264986,False
Europa,164.6421659953137,38.95894532133898,5.4580132890375035,23.412344716725304,32.17069667289822,67.83942322717088,26.978297609422135,58.06274390661247,False
Europa,242.93421124331098,17.361164130788424,5.554158604750504,24.229168375251668,52.8555088892094,68.15060426207235,83.41940777384553,84.45456469032658,True
Ganymede,217.5678420880022,32.5018764445107,6.747774401224612,17.615485089239254,43.13486406502544,73.43241501143606,24.81157247307859,64.63691507463422,False
Mars,980.7289050349536,5.96697846407006,9.864934813215953,26.245789722965178,57.92229699974881,66.30130221148953,72.86093628238973,57.87576157339325,False
Asteroid,999.4121404543143,20.99783200613405,9.76774154234888,1.7101139305173718,67.5243125209997,41.9193819973669,44.53206472088643,92.80720773877073,False
Europa,191.8815684675836,19.173138998477786,14.81388003177732,28.56022413380368,37.452756835941216,83.57211123532653,52.393061326979264,48.93316044580866,False
Moon,535.7746301709217,17.650029399606343,5.08692754764304,19.718953623675787,57.54408942907483,42.03769614421596,83.53546661750549,36.307143496956776,False
Europa,414.10405774669215,36.22432449933859,2.196727487375612,10.388508800183416,51.19043921310238,38.50587405056294,45.219472046577174,39.75374298131478,False
Moon,788.7848183725588,8.015760488357884,5.185675065943174,17.730469118121256,69.06809532757768,64.21619099055113,54.014387222510685,34.47284103010049,False
Moon,651.7068425454527,19.12943501191164,9.194999391109324,23.24478673763252,48.43077885934652,73.68420125001121,24.8194758879931,73.3192173791625,False
Europa,595.550071985409,11.115898837075278,6.200463314315778,14.461781391950637,68.22185645665832,35.945741082742856,44.0696245718192,39.59019294557061,False
Ganymede,799.428139517702,20.864173029217888,12.601039898717037,2.5073182377693506,64.02746883429572,36.387176792953795,55.5110527900725,88.55365521530788,True
Moon,99.07521496836537,30.35423103735441,9.735420843793733,8.207431661306162,51.7029164575457,78.89160681086398,40.55963138984896,83.75382322964661,False
Moon,817.6102908446055,13.038659485260169,9.143848407229846,12.645808282858214,65.17168382465178,44.901085583130055,34.040516573435085,86.69193359144835,False
Europa,396.45386628833745,15.991564884016917,11.614537783445801,23.251256130116168,49.14264120242112,45.33660582244275,56.69813529528772,60.21695604350208,True
Moon,705.3238137445438,5.403188958442518,10.083782221589182,3.9812839405570077,80.53174487941129,34.68590916969564,34.909061343526865,31.76564242534424,False
Moon,984.1316175452265,26.64433229741583,7.291163089880546,20.94160017270011,45.12290444000351,41.736811531852794,83.92121016981471,94.50786040146596,True
Europa,428.2733224732824,29.659114278091117,13.397648983106567,6.9456515439258295,49.997585194876486,65.78019427176177,49.203294082117196,92.40058325338535,False
Europa,928.1204109033282,26.953348474743468,11.060484556685134,3.485171675314863,58.50099529325654,65.15086183808033,39.780616768508565,56.15425384010601,False
Asteroid,928.5194274916169,7.364952802718678,13.096148919591077,2.5708445686470416,76.9680537090432,28.071335481081775,31.57897192994087,42.70866442593423,False
Ganymede,422.94929994385853,33.35766884712339,11.253829171434152,9.930297140173469,45.458204841268994,45.1287427248712,51.82527331434503,86.73834056465955,True
Ganymede,963.3921344572069,35.764772588222385,4.865185203265397,8.759577142264877,50.61046506624734,53.95216520560329,85.54563395660524,74.69291548310161,True
Moon,199.2175083434551,12.642859734543784,10.834828774026397,0.8369266707431811,75.68538482068664,58.71266676186154,81.296760525591,72.86173100646072,True
Ganymede,681.202982851292,16.298847566499155,14.306887914951457,9.678952812418528,59.71531170613086,63.89693755951137,24.825638608429873,74.2863296776882,False
Moon,417.3792315555865,35.203052047663355,2.079246506536119,9.801691265201393,52.91601018059914,51.51498942386699,31.02850581286782,64.20008045641588,False
Asteroid,765.6392362400052,32.51382126525273,7.367198340731194,21.938162758492478,38.180817635523596,61.73042694784699,81.12426001801961,95.5211839733447,True
Europa,697.0949883396322,26.312358452899808,5.885068751628933,1.9308357694778255,65.87173702599344,37.09849153237963,28.474274152584712,62.30306317919125,False
Europa,415.99937082054777,19.739691038415955,13.408408789211734,0.5267359069038369,66.32516426546847,44.1694817466501,70.0186888212454,63.550233496719805,True
Europa,550.66578801185,21.133511081970294,8.034243967552303,20.870862506314726,49.96138244416268,43.67193959642174,82.2658456864742,77.72417168225323,True
Ganymede,737.850191520966,13.113231973578062,7.362259786995136,6.660849735769244,72.86365850365756,45.43347288155074,48.528426707275116,52.279591856884124,False
Asteroid,752.7652834395798,28.538179749016525,7.914040331337809,20.981275089319784,42.56650483032588,42.885026751177435,58.801798644425624,42.66461174162862,False
Ganymede,252.32179945267012,36.58042820414562,13.681132911041733,29.110766650399952,20.6276722344127,94.36924674231852,41.2923291792869,64.0634381806398,False
Ganymede,229.46851259974156,38.472736305686475,5.971943127157253,22.551813784056854,33.003506783099425,57.59779834411026,72.94843971770375,44.49940122099318,False
Asteroid,512.5082349881443,25.887970005456104,10.186543826490777,24.630004949601496,39.29548121845163,82.09763796460463,46.45103480887346,88.32589509978649,False
Asteroid,286.21887267138095,17.050219123593152,1.267723671067017,23.517207305992745,58.16484989934709,36.99870418800402,22.190452035365546,30.484325668373508,False
Asteroid,629.2275098607538,8.248705786922287,14.892574544662551,9.742257222353064,67.1164624460621,64.89120586265153,73.2786145338238,89.20074133563155,True
Asteroid,926.8579074539298,35.29972762467392,10.492618609185193,13.384482230628667,40.823171535512216,48.29226469947656,45.26418702072151,35.18628877971317,False
Europa,965.545972513078,25.08312449135797,13.317140534980656,25.26574725244821,36.33398772121316,57.23334590770706,62.1282176523727,97.07775419590452,True
Mars,490.0123492895473,38.02552221848886,5.111004707226418,17.606528948303655,39.256944125981065,53.57767021187982,70.79401905588605,77.17661368119681,True
Mars,681.5421972588014,26.23685473341901,14.74962640218822,16.553446710446632,42.46007215394614,49.09129083211805,25.37128042597859,50.12077328519009,False
Asteroid,758.2275644978461,9.899961555869696,7.173969672090159,28.00685528221966,54.919213489820486,70.66747415234997,45.709220442278806,57.594564427262874,False
Mars,651.779123994738,25.718345402282363,10.75009950643385,0.36338651426110036,63.16816857702268,68.35047896385734,33.656535009878674,37.62701348243404,False
Mars,748.258578869496,6.303894797139884,11.174654805720495,10.139768826594201,72.38168157054542,39.95630404252412,54.834814134419204,42.16909192037822,False
Asteroid,820.8931728759815,31.071239289573025,12.390141435186859,3.160981625329573,53.37763764991054,44.5924197019938,67.52731887680909,42.017406417245844,False
Mars,412.0495458106133,18.163731890976575,12.832621412507468,22.76456949582695,46.23907720068901,54.45296522926602,43.295704077992085,97.78824184464268,False
Ganymede,961.2032048617733,7.220359726812406,1.3442297007780215,3.413865539870047,88.02154503253952,53.709587850387976,62.27082777035163,85.79543032347382,True
Moon,387.9205021954154,29.597920233015866,6.021648063166813,28.498197012126234,35.88223469169108,79.49922143564086,77.92183347961233,67.08028577852357,True
Moon,238.92374751582213,37.62311850324061,9.141016127455103,23.058340347464032,30.177525021840253,73.75066235792286,79.19112054806206,37.59724809391174,False
Asteroid,652.9430501207222,11.4608455141353,11.100025692888007,24.808510286845454,52.63061850613124,55.97122646233541,82.83226489103801,85.63963787732538,True
Europa,833.5120448284498,28.96075753147673,12.301041196464928,1.600241861045315,57.13795941101303,55.143296862418275,60.79261807858405,55.1312820505713,False
Asteroid,638.8042423146692,25.39871056862024,10.927914825502544,23.94201657964144,39.731358026235775,69.82689057902425,33.29983641932778,36.45029328147814,False
Europa,91.54097164101577,25.93998975211151,13.244652898064976,4.123932711175423,56.691424638648094,76.22050132965562,88.48627347911007,42.27542412939578,False
Moon,764.1107961829006,11.245884178732384,5.398251947634495,28.74310247365398,54.61276139997914,46.52532239408252,83.63940186174227,88.86323760282919,True
Asteroid,688.8783860202122,38.5828080827042,1.414055014808768,0.17939132026507543,59.82374558222196,39.09410995647084,52.04207879805882,53.01766161696844,False
Ganymede,764.5027446197007,25.310792369621783,8.287959040365983,18.833068751430172,47.568179838582054,41.698534382140906,32.15322875646431,98.65408879793759,False
Mars,507.07704064839413,12.473138251563427,1.5965006513724405,20.47853870770098,65.45182238936314,65.47962374212706,45.50115564473863,48.057825879694526,False
Europa,780.9537677946676,22.04840915689945,11.582126785021222,21.125984740174165,45.24347931790517,79.08813520218175,46.85760239951584,92.60602140017471,False
Mars,270.5779843141808,34.81981930243047,14.498096208212122,11.215945682306064,39.466138807051344,53.42827784967295,51.232263710165945,94.76116247278858,True
Mars,240.85719726633724,8.32880519711006,3.1530282500420146,11.97867574515226,76.53949080769567,39.80165946203141,29.718979430168396,77.19015084761027,False
Asteroid,228.81668877032618,27.956018086463704,4.839937579598444,5.707321874553145,61.496722459384706,46.400461647698,75.08679553306567,41.15514127064995,False
Mars,766.5144692615312,20.164185786437542,7.808238466968972,5.025316185341485,67.002259561252,60.48461904983321,59.63234443184809,58.62076197245753,False
Ganymede,861.9216541479017,14.664793847847589,12.587137571567741,15.996144997727018,56.75192358285766,55.52461962164014,40.177762831623895,47.73930539191072,False
Mars,457.6474831375783,27.37474776274009,9.9396261373849,23.229684600546506,39.4559414993285,70.57574300656978,38.60081012487153,97.1897710817932,False
Asteroid,242.01087740084904,10.724013881886556,6.483852475585369,17.824637292440457,64.96749635008761,61.10074208952977,59.22371554772974,55.456126625281215,False
Ganymede,779.7173278387907,29.418606736792725,5.311611343515716,4.6969019760513175,60.572879943640245,68.99625459897095,74.18299602139058,51.54381005477035,False
Moon,209.81256597663938,28.19064543552705,4.620611394230175,18.678370908789546,48.51037226145323,70.38921358086121,48.85535982387732,72.88462953300306,False
Mars,853.5499608356623,17.080381532813472,5.197679686475868,3.9387940190464055,73.78314476166426,28.603302585529036,48.834324695919136,30.095104568351296,False
